orthogroup	accession	protein_id	sequence_id	observed_n_tmd	modal_n_tmd	matches_modal
orthogroup_1254	GCF_000009045.1	NP_388040.2	orthogroup_1254|GCF_000009045.1|NP_388040.2	10	10	1
orthogroup_1254	GCF_000009785.1	WP_011231474.1	orthogroup_1254|GCF_000009785.1|WP_011231474.1	10	10	1
orthogroup_1254	GCF_000017885.4	WP_012008731.1	orthogroup_1254|GCF_000017885.4|WP_012008731.1	10	10	1
orthogroup_1254	GCF_005671335.1	WP_053432203.1	orthogroup_1254|GCF_005671335.1|WP_053432203.1	10	10	1
orthogroup_1254	GCF_034478925.1	WP_085959545.1	orthogroup_1254|GCF_034478925.1|WP_085959545.1	10	10	1
orthogroup_1254	GCF_034479305.1	WP_094428649.1	orthogroup_1254|GCF_034479305.1|WP_094428649.1	10	10	1
orthogroup_1261	GCA_000015785.2	ABS72893.1	orthogroup_1261|GCA_000015785.2|ABS72893.1	6	6	1
orthogroup_1261	GCF_000009045.1	NP_388341.1	orthogroup_1261|GCF_000009045.1|NP_388341.1	6	6	1
orthogroup_1261	GCF_000009785.1	WP_011231192.1	orthogroup_1261|GCF_000009785.1|WP_011231192.1	6	6	1
orthogroup_1261	GCF_000017885.4	WP_012008990.1	orthogroup_1261|GCF_000017885.4|WP_012008990.1	6	6	1
orthogroup_1261	GCF_005671335.1	WP_138090439.1	orthogroup_1261|GCF_005671335.1|WP_138090439.1	6	6	1
orthogroup_1261	GCF_006094295.1	WP_000278208.1	orthogroup_1261|GCF_006094295.1|WP_000278208.1	6	6	1
orthogroup_1261	GCF_034478925.1	WP_009330132.1	orthogroup_1261|GCF_034478925.1|WP_009330132.1	6	6	1
orthogroup_1261	GCF_034479305.1	WP_169715965.1	orthogroup_1261|GCF_034479305.1|WP_169715965.1	6	6	1
orthogroup_1267	GCA_000015785.2	ABS72952.1	orthogroup_1267|GCA_000015785.2|ABS72952.1	6	6	1
orthogroup_1267	GCA_000025805.1	ADF37289.1	orthogroup_1267|GCA_000025805.1|ADF37289.1	6	6	1
orthogroup_1267	GCF_000009045.1	NP_390542.1	orthogroup_1267|GCF_000009045.1|NP_390542.1	6	6	1
orthogroup_1267	GCF_000009785.1	WP_011230085.1	orthogroup_1267|GCF_000009785.1|WP_011230085.1	6	6	1
orthogroup_1267	GCF_000011245.1	WP_011065805.1	orthogroup_1267|GCF_000011245.1|WP_011065805.1	6	6	1
orthogroup_1267	GCF_006094295.1	WP_000510034.1	orthogroup_1267|GCF_006094295.1|WP_000510034.1	6	6	1
orthogroup_1267	GCF_034478925.1	WP_003185046.1	orthogroup_1267|GCF_034478925.1|WP_003185046.1	6	6	1
orthogroup_1267	GCF_034479305.1	WP_062745797.1	orthogroup_1267|GCF_034479305.1|WP_062745797.1	6	6	1
orthogroup_1274	GCA_000015785.2	ABS73198.1	orthogroup_1274|GCA_000015785.2|ABS73198.1	12	12	1
orthogroup_1274	GCA_000025805.1	ADF37290.1	orthogroup_1274|GCA_000025805.1|ADF37290.1	12	12	1
orthogroup_1274	GCF_000009045.1	NP_388672.1	orthogroup_1274|GCF_000009045.1|NP_388672.1	12	12	1
orthogroup_1274	GCF_000009785.1	WP_011229926.1	orthogroup_1274|GCF_000009785.1|WP_011229926.1	12	12	1
orthogroup_1274	GCF_000017885.4	WP_012009266.1	orthogroup_1274|GCF_000017885.4|WP_012009266.1	12	12	1
orthogroup_1274	GCF_005671335.1	WP_010897057.1	orthogroup_1274|GCF_005671335.1|WP_010897057.1	12	12	1
orthogroup_1274	GCF_006094295.1	WP_000062798.1	orthogroup_1274|GCF_006094295.1|WP_000062798.1	12	12	1
orthogroup_1274	GCF_034478925.1	WP_003179795.1	orthogroup_1274|GCF_034478925.1|WP_003179795.1	12	12	1
orthogroup_1279	GCA_000015785.2	ABS73263.1	orthogroup_1279|GCA_000015785.2|ABS73263.1	6	6	1
orthogroup_1279	GCA_000025805.1	ADF37320.1	orthogroup_1279|GCA_000025805.1|ADF37320.1	6	6	1
orthogroup_1279	GCF_000009045.1	NP_388750.1	orthogroup_1279|GCF_000009045.1|NP_388750.1	6	6	1
orthogroup_1279	GCF_000017885.4	WP_012009344.1	orthogroup_1279|GCF_000017885.4|WP_012009344.1	6	6	1
orthogroup_1279	GCF_005671335.1	WP_010897114.1	orthogroup_1279|GCF_005671335.1|WP_010897114.1	6	6	1
orthogroup_1279	GCF_006094295.1	WP_000765787.1	orthogroup_1279|GCF_006094295.1|WP_000765787.1	6	6	1
orthogroup_1279	GCF_034478925.1	WP_003179957.1	orthogroup_1279|GCF_034478925.1|WP_003179957.1	6	6	1
orthogroup_1279	GCF_034479305.1	WP_322500139.1	orthogroup_1279|GCF_034479305.1|WP_322500139.1	6	6	1
orthogroup_1299	GCA_000015785.2	ABS73461.1	orthogroup_1299|GCA_000015785.2|ABS73461.1	12	12	1
orthogroup_1299	GCA_000025805.1	ADF39518.1	orthogroup_1299|GCA_000025805.1|ADF39518.1	12	12	1
orthogroup_1299	GCF_000009045.1	NP_388962.1	orthogroup_1299|GCF_000009045.1|NP_388962.1	12	12	1
orthogroup_1299	GCF_000009785.1	WP_011230204.1	orthogroup_1299|GCF_000009785.1|WP_011230204.1	12	12	1
orthogroup_1299	GCF_000017885.4	WP_012009512.1	orthogroup_1299|GCF_000017885.4|WP_012009512.1	12	12	1
orthogroup_1299	GCF_005671335.1	WP_053430636.1	orthogroup_1299|GCF_005671335.1|WP_053430636.1	12	12	1
orthogroup_1299	GCF_006094295.1	WP_002182545.1	orthogroup_1299|GCF_006094295.1|WP_002182545.1	12	12	1
orthogroup_1299	GCF_034478925.1	WP_003180465.1	orthogroup_1299|GCF_034478925.1|WP_003180465.1	12	12	1
orthogroup_1336	GCA_000015785.2	ABS74253.1	orthogroup_1336|GCA_000015785.2|ABS74253.1	5	5	1
orthogroup_1336	GCA_000025805.1	ADF41485.1	orthogroup_1336|GCA_000025805.1|ADF41485.1	5	5	1
orthogroup_1336	GCF_000009045.1	NP_389795.1	orthogroup_1336|GCF_000009045.1|NP_389795.1	5	5	1
orthogroup_1336	GCF_000017885.4	WP_012010243.1	orthogroup_1336|GCF_000017885.4|WP_012010243.1	5	5	1
orthogroup_1336	GCF_005671335.1	WP_053430878.1	orthogroup_1336|GCF_005671335.1|WP_053430878.1	5	5	1
orthogroup_1336	GCF_006094295.1	WP_000228315.1	orthogroup_1336|GCF_006094295.1|WP_000228315.1	5	5	1
orthogroup_1336	GCF_034478925.1	WP_003182577.1	orthogroup_1336|GCF_034478925.1|WP_003182577.1	5	5	1
orthogroup_1336	GCF_034479305.1	WP_094427315.1	orthogroup_1336|GCF_034479305.1|WP_094427315.1	5	5	1
orthogroup_1339	GCA_000015785.2	ABS74272.1	orthogroup_1339|GCA_000015785.2|ABS74272.1	10	10	1
orthogroup_1339	GCA_000025805.1	ADF37916.1	orthogroup_1339|GCA_000025805.1|ADF37916.1	10	10	1
orthogroup_1339	GCF_000009045.1	NP_389817.1	orthogroup_1339|GCF_000009045.1|NP_389817.1	10	10	1
orthogroup_1339	GCF_000011245.1	WP_011065397.1	orthogroup_1339|GCF_000011245.1|WP_011065397.1	10	10	1
orthogroup_1339	GCF_000017885.4	WP_012010254.1	orthogroup_1339|GCF_000017885.4|WP_012010254.1	10	10	1
orthogroup_1339	GCF_005671335.1	WP_010897031.1	orthogroup_1339|GCF_005671335.1|WP_010897031.1	10	10	1
orthogroup_1339	GCF_034478925.1	WP_003182690.1	orthogroup_1339|GCF_034478925.1|WP_003182690.1	10	10	1
orthogroup_1339	GCF_034479305.1	WP_094429120.1	orthogroup_1339|GCF_034479305.1|WP_094429120.1	10	10	1
orthogroup_1354	GCA_000015785.2	ABS74481.2	orthogroup_1354|GCA_000015785.2|ABS74481.2	6	6	1
orthogroup_1354	GCA_000025805.1	ADF41180.1	orthogroup_1354|GCA_000025805.1|ADF41180.1	6	6	1
orthogroup_1354	GCF_000009045.1	NP_390186.1	orthogroup_1354|GCF_000009045.1|NP_390186.1	6	6	1
orthogroup_1354	GCF_000009785.1	WP_075261450.1	orthogroup_1354|GCF_000009785.1|WP_075261450.1	6	6	1
orthogroup_1354	GCF_000011245.1	WP_011066722.1	orthogroup_1354|GCF_000011245.1|WP_011066722.1	6	6	1
orthogroup_1354	GCF_000017885.4	WP_012010414.1	orthogroup_1354|GCF_000017885.4|WP_012010414.1	6	6	1
orthogroup_1354	GCF_006094295.1	WP_000810855.1	orthogroup_1354|GCF_006094295.1|WP_000810855.1	6	6	1
orthogroup_1354	GCF_034478925.1	WP_003183066.1	orthogroup_1354|GCF_034478925.1|WP_003183066.1	6	6	1
orthogroup_1356	GCA_000015785.2	ABS74515.1	orthogroup_1356|GCA_000015785.2|ABS74515.1	4	4	1
orthogroup_1356	GCA_000025805.1	ADF41205.1	orthogroup_1356|GCA_000025805.1|ADF41205.1	4	4	1
orthogroup_1356	GCF_000009045.1	NP_390224.1	orthogroup_1356|GCF_000009045.1|NP_390224.1	4	4	1
orthogroup_1356	GCF_000009785.1	WP_011231788.1	orthogroup_1356|GCF_000009785.1|WP_011231788.1	4	4	1
orthogroup_1356	GCF_000011245.1	WP_011066233.1	orthogroup_1356|GCF_000011245.1|WP_011066233.1	4	4	1
orthogroup_1356	GCF_000017885.4	WP_012010445.1	orthogroup_1356|GCF_000017885.4|WP_012010445.1	4	4	1
orthogroup_1356	GCF_006094295.1	WP_000572936.1	orthogroup_1356|GCF_006094295.1|WP_000572936.1	4	4	1
orthogroup_1356	GCF_034478925.1	WP_003183156.1	orthogroup_1356|GCF_034478925.1|WP_003183156.1	4	4	1
orthogroup_1366	GCA_000015785.2	ABS74642.1	orthogroup_1366|GCA_000015785.2|ABS74642.1	4	4	1
orthogroup_1366	GCA_000025805.1	ADF41292.1	orthogroup_1366|GCA_000025805.1|ADF41292.1	4	4	1
orthogroup_1366	GCF_000009045.1	NP_390329.2	orthogroup_1366|GCF_000009045.1|NP_390329.2	4	4	1
orthogroup_1366	GCF_000009785.1	WP_011231895.1	orthogroup_1366|GCF_000009785.1|WP_011231895.1	4	4	1
orthogroup_1366	GCF_000017885.4	WP_012010545.1	orthogroup_1366|GCF_000017885.4|WP_012010545.1	4	4	1
orthogroup_1366	GCF_005671335.1	WP_010898951.1	orthogroup_1366|GCF_005671335.1|WP_010898951.1	4	4	1
orthogroup_1366	GCF_006094295.1	WP_000807121.1	orthogroup_1366|GCF_006094295.1|WP_000807121.1	4	4	1
orthogroup_1366	GCF_034478925.1	WP_003183418.1	orthogroup_1366|GCF_034478925.1|WP_003183418.1	4	4	1
orthogroup_1370	GCA_000015785.2	ABS74696.2	orthogroup_1370|GCA_000015785.2|ABS74696.2	4	4	1
orthogroup_1370	GCA_000025805.1	ADF41334.1	orthogroup_1370|GCA_000025805.1|ADF41334.1	4	4	1
orthogroup_1370	GCF_000009045.1	NP_390383.2	orthogroup_1370|GCF_000009045.1|NP_390383.2	4	4	1
orthogroup_1370	GCF_000009785.1	WP_011231940.1	orthogroup_1370|GCF_000009785.1|WP_011231940.1	4	4	1
orthogroup_1370	GCF_000017885.4	WP_012010588.1	orthogroup_1370|GCF_000017885.4|WP_012010588.1	4	4	1
orthogroup_1370	GCF_005671335.1	WP_010897571.1	orthogroup_1370|GCF_005671335.1|WP_010897571.1	4	4	1
orthogroup_1370	GCF_006094295.1	WP_000021897.1	orthogroup_1370|GCF_006094295.1|WP_000021897.1	4	4	1
orthogroup_1370	GCF_034478925.1	WP_003183545.1	orthogroup_1370|GCF_034478925.1|WP_003183545.1	4	4	1
orthogroup_1372	GCA_000015785.2	ABS74729.1	orthogroup_1372|GCA_000015785.2|ABS74729.1	5	5	1
orthogroup_1372	GCA_000025805.1	ADF41368.1	orthogroup_1372|GCA_000025805.1|ADF41368.1	5	5	1
orthogroup_1372	GCF_000009045.1	NP_390417.1	orthogroup_1372|GCF_000009045.1|NP_390417.1	5	5	1
orthogroup_1372	GCF_000011245.1	WP_011066357.1	orthogroup_1372|GCF_000011245.1|WP_011066357.1	5	5	1
orthogroup_1372	GCF_000017885.4	WP_012010622.1	orthogroup_1372|GCF_000017885.4|WP_012010622.1	5	5	1
orthogroup_1372	GCF_005671335.1	WP_010897521.1	orthogroup_1372|GCF_005671335.1|WP_010897521.1	5	5	1
orthogroup_1372	GCF_034478925.1	WP_011198129.1	orthogroup_1372|GCF_034478925.1|WP_011198129.1	5	5	1
orthogroup_1372	GCF_034479305.1	WP_094428557.1	orthogroup_1372|GCF_034479305.1|WP_094428557.1	5	5	1
orthogroup_1379	GCA_000015785.2	ABS74836.1	orthogroup_1379|GCA_000015785.2|ABS74836.1	12	12	1
orthogroup_1379	GCA_000025805.1	ADF41444.1	orthogroup_1379|GCA_000025805.1|ADF41444.1	12	12	1
orthogroup_1379	GCF_000009045.1	NP_390643.1	orthogroup_1379|GCF_000009045.1|NP_390643.1	12	12	1
orthogroup_1379	GCF_000009785.1	WP_011232059.1	orthogroup_1379|GCF_000009785.1|WP_011232059.1	12	12	1
orthogroup_1379	GCF_000011245.1	WP_011066422.1	orthogroup_1379|GCF_000011245.1|WP_011066422.1	12	12	1
orthogroup_1379	GCF_000017885.4	WP_012010735.1	orthogroup_1379|GCF_000017885.4|WP_012010735.1	12	12	1
orthogroup_1379	GCF_006094295.1	WP_001119067.1	orthogroup_1379|GCF_006094295.1|WP_001119067.1	12	12	1
orthogroup_1379	GCF_034478925.1	WP_009327772.1	orthogroup_1379|GCF_034478925.1|WP_009327772.1	12	12	1
orthogroup_1386	GCA_000015785.2	ABS74955.1	orthogroup_1386|GCA_000015785.2|ABS74955.1	7	7	1
orthogroup_1386	GCA_000025805.1	ADF37636.1	orthogroup_1386|GCA_000025805.1|ADF37636.1	7	7	1
orthogroup_1386	GCF_000009045.1	NP_390771.1	orthogroup_1386|GCF_000009045.1|NP_390771.1	7	7	1
orthogroup_1386	GCF_000011245.1	WP_011066042.1	orthogroup_1386|GCF_000011245.1|WP_011066042.1	7	7	1
orthogroup_1386	GCF_000017885.4	WP_012010843.1	orthogroup_1386|GCF_000017885.4|WP_012010843.1	7	7	1
orthogroup_1386	GCF_006094295.1	WP_000933565.1	orthogroup_1386|GCF_006094295.1|WP_000933565.1	7	7	1
orthogroup_1386	GCF_034478925.1	WP_011198186.1	orthogroup_1386|GCF_034478925.1|WP_011198186.1	7	7	1
orthogroup_1386	GCF_034479305.1	WP_094424451.1	orthogroup_1386|GCF_034479305.1|WP_094424451.1	7	7	1
orthogroup_1398	GCA_000015785.2	ABS75086.1	orthogroup_1398|GCA_000015785.2|ABS75086.1	12	12	1
orthogroup_1398	GCA_000025805.1	ADF41660.1	orthogroup_1398|GCA_000025805.1|ADF41660.1	12	12	1
orthogroup_1398	GCF_000009045.1	NP_390913.1	orthogroup_1398|GCF_000009045.1|NP_390913.1	12	12	1
orthogroup_1398	GCF_000009785.1	WP_011232315.1	orthogroup_1398|GCF_000009785.1|WP_011232315.1	12	12	1
orthogroup_1398	GCF_005671335.1	WP_053430467.1	orthogroup_1398|GCF_005671335.1|WP_053430467.1	12	12	1
orthogroup_1398	GCF_006094295.1	WP_001137561.1	orthogroup_1398|GCF_006094295.1|WP_001137561.1	12	12	1
orthogroup_1398	GCF_034478925.1	WP_011198218.1	orthogroup_1398|GCF_034478925.1|WP_011198218.1	12	12	1
orthogroup_1398	GCF_034479305.1	WP_094426480.1	orthogroup_1398|GCF_034479305.1|WP_094426480.1	12	12	1
orthogroup_1407	GCA_000015785.2	ABS75156.1	orthogroup_1407|GCA_000015785.2|ABS75156.1	10	9	0
orthogroup_1407	GCA_000025805.1	ADF37342.1	orthogroup_1407|GCA_000025805.1|ADF37342.1	9	9	1
orthogroup_1407	GCF_000009045.1	NP_390993.1	orthogroup_1407|GCF_000009045.1|NP_390993.1	9	9	1
orthogroup_1407	GCF_000009785.1	WP_011229728.1	orthogroup_1407|GCF_000009785.1|WP_011229728.1	10	9	0
orthogroup_1407	GCF_000017885.4	WP_041816314.1	orthogroup_1407|GCF_000017885.4|WP_041816314.1	9	9	1
orthogroup_1407	GCF_006094295.1	WP_000796255.1	orthogroup_1407|GCF_006094295.1|WP_000796255.1	9	9	1
orthogroup_1407	GCF_034478925.1	WP_011198234.1	orthogroup_1407|GCF_034478925.1|WP_011198234.1	9	9	1
orthogroup_1407	GCF_034479305.1	WP_094425828.1	orthogroup_1407|GCF_034479305.1|WP_094425828.1	9	9	1
orthogroup_1411	GCA_000015785.2	ABS75197.1	orthogroup_1411|GCA_000015785.2|ABS75197.1	9	9	1
orthogroup_1411	GCA_000025805.1	ADF40946.1	orthogroup_1411|GCA_000025805.1|ADF40946.1	9	9	1
orthogroup_1411	GCF_000009045.1	NP_391034.1	orthogroup_1411|GCF_000009045.1|NP_391034.1	9	9	1
orthogroup_1411	GCF_000009785.1	WP_013145711.1	orthogroup_1411|GCF_000009785.1|WP_013145711.1	10	9	0
orthogroup_1411	GCF_000011245.1	WP_011067784.1	orthogroup_1411|GCF_000011245.1|WP_011067784.1	10	9	0
orthogroup_1411	GCF_000017885.4	WP_003212654.1	orthogroup_1411|GCF_000017885.4|WP_003212654.1	9	9	1
orthogroup_1411	GCF_006094295.1	WP_001085254.1	orthogroup_1411|GCF_006094295.1|WP_001085254.1	10	9	0
orthogroup_1411	GCF_034479305.1	WP_406550712.1	orthogroup_1411|GCF_034479305.1|WP_406550712.1	10	9	0
orthogroup_1412	GCA_000015785.2	ABS75198.1	orthogroup_1412|GCA_000015785.2|ABS75198.1	9	9	1
orthogroup_1412	GCA_000025805.1	ADF40945.1	orthogroup_1412|GCA_000025805.1|ADF40945.1	9	9	1
orthogroup_1412	GCF_000009045.1	NP_391035.1	orthogroup_1412|GCF_000009045.1|NP_391035.1	9	9	1
orthogroup_1412	GCF_000009785.1	WP_011230786.1	orthogroup_1412|GCF_000009785.1|WP_011230786.1	9	9	1
orthogroup_1412	GCF_000011245.1	WP_011067783.1	orthogroup_1412|GCF_000011245.1|WP_011067783.1	9	9	1
orthogroup_1412	GCF_000017885.4	WP_003213713.1	orthogroup_1412|GCF_000017885.4|WP_003213713.1	9	9	1
orthogroup_1412	GCF_006094295.1	WP_000008856.1	orthogroup_1412|GCF_006094295.1|WP_000008856.1	9	9	1
orthogroup_1412	GCF_034479305.1	WP_094423504.1	orthogroup_1412|GCF_034479305.1|WP_094423504.1	9	9	1
orthogroup_1416	GCA_000015785.2	ABS75278.1	orthogroup_1416|GCA_000015785.2|ABS75278.1	10	9	0
orthogroup_1416	GCF_000009045.1	NP_391118.1	orthogroup_1416|GCF_000009045.1|NP_391118.1	9	9	1
orthogroup_1416	GCF_000009785.1	WP_011232454.1	orthogroup_1416|GCF_000009785.1|WP_011232454.1	9	9	1
orthogroup_1416	GCF_000011245.1	WP_041544261.1	orthogroup_1416|GCF_000011245.1|WP_041544261.1	10	9	0
orthogroup_1416	GCF_005671335.1	WP_138090776.1	orthogroup_1416|GCF_005671335.1|WP_138090776.1	9	9	1
orthogroup_1416	GCF_006094295.1	WP_000455762.1	orthogroup_1416|GCF_006094295.1|WP_000455762.1	9	9	1
orthogroup_1416	GCF_034478925.1	WP_003184996.1	orthogroup_1416|GCF_034478925.1|WP_003184996.1	9	9	1
orthogroup_1416	GCF_034479305.1	WP_322500133.1	orthogroup_1416|GCF_034479305.1|WP_322500133.1	10	9	0
orthogroup_1420	GCA_000015785.2	ABS75361.1	orthogroup_1420|GCA_000015785.2|ABS75361.1	10	10	1
orthogroup_1420	GCA_000025805.1	ADF39803.1	orthogroup_1420|GCA_000025805.1|ADF39803.1	10	10	1
orthogroup_1420	GCF_000009045.1	NP_391197.1	orthogroup_1420|GCF_000009045.1|NP_391197.1	10	10	1
orthogroup_1420	GCF_000009785.1	WP_011231748.1	orthogroup_1420|GCF_000009785.1|WP_011231748.1	10	10	1
orthogroup_1420	GCF_000017885.4	WP_012011230.1	orthogroup_1420|GCF_000017885.4|WP_012011230.1	10	10	1
orthogroup_1420	GCF_005671335.1	WP_053431405.1	orthogroup_1420|GCF_005671335.1|WP_053431405.1	10	10	1
orthogroup_1420	GCF_034478925.1	WP_011198279.1	orthogroup_1420|GCF_034478925.1|WP_011198279.1	10	10	1
orthogroup_1420	GCF_034479305.1	WP_094428291.1	orthogroup_1420|GCF_034479305.1|WP_094428291.1	10	10	1
orthogroup_1423	GCA_000015785.2	ABS75378.1	orthogroup_1423|GCA_000015785.2|ABS75378.1	5	5	1
orthogroup_1423	GCA_000025805.1	ADF40889.1	orthogroup_1423|GCA_000025805.1|ADF40889.1	5	5	1
orthogroup_1423	GCF_000009045.1	NP_391215.1	orthogroup_1423|GCF_000009045.1|NP_391215.1	5	5	1
orthogroup_1423	GCF_000009785.1	WP_011231316.1	orthogroup_1423|GCF_000009785.1|WP_011231316.1	5	5	1
orthogroup_1423	GCF_000011245.1	WP_011064720.1	orthogroup_1423|GCF_000011245.1|WP_011064720.1	5	5	1
orthogroup_1423	GCF_005671335.1	WP_053431092.1	orthogroup_1423|GCF_005671335.1|WP_053431092.1	5	5	1
orthogroup_1423	GCF_034478925.1	WP_009329575.1	orthogroup_1423|GCF_034478925.1|WP_009329575.1	5	5	1
orthogroup_1423	GCF_034479305.1	WP_094428348.1	orthogroup_1423|GCF_034479305.1|WP_094428348.1	5	5	1
orthogroup_1424	GCA_000015785.2	ABS75394.1	orthogroup_1424|GCA_000015785.2|ABS75394.1	7	7	1
orthogroup_1424	GCA_000025805.1	ADF40920.1	orthogroup_1424|GCA_000025805.1|ADF40920.1	7	7	1
orthogroup_1424	GCF_000009045.1	NP_391226.1	orthogroup_1424|GCF_000009045.1|NP_391226.1	7	7	1
orthogroup_1424	GCF_000009785.1	WP_011230822.1	orthogroup_1424|GCF_000009785.1|WP_011230822.1	7	7	1
orthogroup_1424	GCF_000017885.4	WP_012011256.1	orthogroup_1424|GCF_000017885.4|WP_012011256.1	7	7	1
orthogroup_1424	GCF_005671335.1	WP_010897870.1	orthogroup_1424|GCF_005671335.1|WP_010897870.1	7	7	1
orthogroup_1424	GCF_006094295.1	WP_000312258.1	orthogroup_1424|GCF_006094295.1|WP_000312258.1	7	7	1
orthogroup_1424	GCF_034478925.1	WP_003185205.1	orthogroup_1424|GCF_034478925.1|WP_003185205.1	7	7	1
orthogroup_1427	GCA_000015785.2	ABS75496.1	orthogroup_1427|GCA_000015785.2|ABS75496.1	4	4	1
orthogroup_1427	GCF_000009045.1	NP_391315.1	orthogroup_1427|GCF_000009045.1|NP_391315.1	4	4	1
orthogroup_1427	GCF_000011245.1	WP_011067293.1	orthogroup_1427|GCF_000011245.1|WP_011067293.1	4	4	1
orthogroup_1427	GCF_000017885.4	WP_012011327.1	orthogroup_1427|GCF_000017885.4|WP_012011327.1	4	4	1
orthogroup_1427	GCF_005671335.1	WP_053430184.1	orthogroup_1427|GCF_005671335.1|WP_053430184.1	4	4	1
orthogroup_1427	GCF_006094295.1	WP_033685340.1	orthogroup_1427|GCF_006094295.1|WP_033685340.1	4	4	1
orthogroup_1427	GCF_034478925.1	WP_003185518.1	orthogroup_1427|GCF_034478925.1|WP_003185518.1	4	4	1
orthogroup_1427	GCF_034479305.1	WP_094424956.1	orthogroup_1427|GCF_034479305.1|WP_094424956.1	4	4	1
orthogroup_1428	GCA_000015785.2	ABS75573.1	orthogroup_1428|GCA_000015785.2|ABS75573.1	8	6	0
orthogroup_1428	GCF_000009045.1	NP_391408.2	orthogroup_1428|GCF_000009045.1|NP_391408.2	6	6	1
orthogroup_1428	GCF_000009785.1	WP_011232573.1	orthogroup_1428|GCF_000009785.1|WP_011232573.1	6	6	1
orthogroup_1428	GCF_000011245.1	WP_041544297.1	orthogroup_1428|GCF_000011245.1|WP_041544297.1	8	6	0
orthogroup_1428	GCF_000017885.4	WP_003212797.1	orthogroup_1428|GCF_000017885.4|WP_003212797.1	8	6	0
orthogroup_1428	GCF_005671335.1	WP_053431917.1	orthogroup_1428|GCF_005671335.1|WP_053431917.1	6	6	1
orthogroup_1428	GCF_034478925.1	WP_003185675.1	orthogroup_1428|GCF_034478925.1|WP_003185675.1	6	6	1
orthogroup_1428	GCF_034479305.1	WP_094426136.1	orthogroup_1428|GCF_034479305.1|WP_094426136.1	8	6	0
orthogroup_1433	GCA_000015785.2	ABS75766.1	orthogroup_1433|GCA_000015785.2|ABS75766.1	6	6	1
orthogroup_1433	GCF_000009045.1	NP_391604.1	orthogroup_1433|GCF_000009045.1|NP_391604.1	6	6	1
orthogroup_1433	GCF_000011245.1	WP_011067841.1	orthogroup_1433|GCF_000011245.1|WP_011067841.1	6	6	1
orthogroup_1433	GCF_000017885.4	WP_012011589.1	orthogroup_1433|GCF_000017885.4|WP_012011589.1	6	6	1
orthogroup_1433	GCF_005671335.1	WP_053430034.1	orthogroup_1433|GCF_005671335.1|WP_053430034.1	6	6	1
orthogroup_1433	GCF_006094295.1	WP_000944620.1	orthogroup_1433|GCF_006094295.1|WP_000944620.1	6	6	1
orthogroup_1433	GCF_034478925.1	WP_011198425.1	orthogroup_1433|GCF_034478925.1|WP_011198425.1	6	6	1
orthogroup_1433	GCF_034479305.1	WP_094424537.1	orthogroup_1433|GCF_034479305.1|WP_094424537.1	6	6	1
orthogroup_1434	GCA_000015785.2	ABS75776.1	orthogroup_1434|GCA_000015785.2|ABS75776.1	12	12	1
orthogroup_1434	GCA_000025805.1	ADF37642.1	orthogroup_1434|GCA_000025805.1|ADF37642.1	12	12	1
orthogroup_1434	GCF_000009045.1	NP_391613.2	orthogroup_1434|GCF_000009045.1|NP_391613.2	12	12	1
orthogroup_1434	GCF_000009785.1	WP_041467833.1	orthogroup_1434|GCF_000009785.1|WP_041467833.1	12	12	1
orthogroup_1434	GCF_005671335.1	WP_053432078.1	orthogroup_1434|GCF_005671335.1|WP_053432078.1	12	12	1
orthogroup_1434	GCF_006094295.1	WP_000841841.1	orthogroup_1434|GCF_006094295.1|WP_000841841.1	12	12	1
orthogroup_1434	GCF_034478925.1	WP_009328179.1	orthogroup_1434|GCF_034478925.1|WP_009328179.1	12	12	1
orthogroup_1434	GCF_034479305.1	WP_094423828.1	orthogroup_1434|GCF_034479305.1|WP_094423828.1	12	12	1
orthogroup_1441	GCA_000015785.2	ABS75927.1	orthogroup_1441|GCA_000015785.2|ABS75927.1	6	6	1
orthogroup_1441	GCA_000025805.1	ADF42013.1	orthogroup_1441|GCA_000025805.1|ADF42013.1	6	6	1
orthogroup_1441	GCF_000009045.1	NP_391752.1	orthogroup_1441|GCF_000009045.1|NP_391752.1	6	6	1
orthogroup_1441	GCF_000011245.1	WP_011065450.1	orthogroup_1441|GCF_000011245.1|WP_011065450.1	6	6	1
orthogroup_1441	GCF_000017885.4	WP_012011717.1	orthogroup_1441|GCF_000017885.4|WP_012011717.1	6	6	1
orthogroup_1441	GCF_005671335.1	WP_053430090.1	orthogroup_1441|GCF_005671335.1|WP_053430090.1	6	6	1
orthogroup_1441	GCF_006094295.1	WP_000073646.1	orthogroup_1441|GCF_006094295.1|WP_000073646.1	6	6	1
orthogroup_1441	GCF_034478925.1	WP_003186390.1	orthogroup_1441|GCF_034478925.1|WP_003186390.1	6	6	1
orthogroup_1442	GCA_000015785.2	ABS75928.1	orthogroup_1442|GCA_000015785.2|ABS75928.1	6	6	1
orthogroup_1442	GCA_000025805.1	ADF42014.1	orthogroup_1442|GCA_000025805.1|ADF42014.1	6	6	1
orthogroup_1442	GCF_000009045.1	NP_391753.1	orthogroup_1442|GCF_000009045.1|NP_391753.1	6	6	1
orthogroup_1442	GCF_000011245.1	WP_011065449.1	orthogroup_1442|GCF_000011245.1|WP_011065449.1	6	6	1
orthogroup_1442	GCF_000017885.4	WP_012011718.1	orthogroup_1442|GCF_000017885.4|WP_012011718.1	6	6	1
